,sp,start,end,len
7421,Mycolicibacterium_neoaurum,315,316,1
7422,Mycolicibacterium_neoaurum,341,342,1
7423,Mycolicibacterium_neoaurum,359,360,1
7424,Mycolicibacterium_neoaurum,373,374,1
7425,Mycolicibacterium_neoaurum,386,387,1
7426,Mycolicibacterium_neoaurum,400,402,2
7427,Mycolicibacterium_neoaurum,416,417,1
7428,Mycolicibacterium_neoaurum,451,452,1
7429,Mycolicibacterium_neoaurum,472,574,102
7430,Mycolicibacterium_neoaurum,753,757,4
7431,Mycolicibacterium_neoaurum,760,767,7
7432,Mycolicibacterium_neoaurum,789,790,1
7433,Mycolicibacterium_neoaurum,839,840,1
7434,Mycolicibacterium_neoaurum,890,891,1
7435,Mycolicibacterium_neoaurum,896,900,4
7436,Mycolicibacterium_neoaurum,1010,1011,1
7437,Mycolicibacterium_neoaurum,1068,1069,1
7438,Mycolicibacterium_neoaurum,1168,1169,1
7439,Mycolicibacterium_neoaurum,1185,1186,1
7440,Mycolicibacterium_neoaurum,1190,1192,2
7441,Mycolicibacterium_neoaurum,1211,1212,1
7442,Mycolicibacterium_neoaurum,1237,1238,1
7443,Mycolicibacterium_neoaurum,1398,1399,1
7444,Mycolicibacterium_neoaurum,1430,1437,7
7445,Mycolicibacterium_neoaurum,1438,1439,1
7446,Mycolicibacterium_neoaurum,1445,1462,17
7447,Mycolicibacterium_neoaurum,1491,1492,1
7448,Mycolicibacterium_neoaurum,1707,1708,1
7449,Mycolicibacterium_neoaurum,1738,1742,4
7450,Mycolicibacterium_neoaurum,1748,1749,1
7451,Mycolicibacterium_neoaurum,1751,1752,1
7452,Mycolicibacterium_neoaurum,1758,1760,2
7453,Mycolicibacterium_neoaurum,1771,1775,4
7454,Mycolicibacterium_neoaurum,1776,1777,1
7455,Mycolicibacterium_neoaurum,1784,1785,1
7456,Mycolicibacterium_neoaurum,1789,1790,1
7457,Mycolicibacterium_neoaurum,1802,1803,1
7458,Mycolicibacterium_neoaurum,1918,1920,2
7459,Mycolicibacterium_neoaurum,1954,1955,1
7460,Mycolicibacterium_neoaurum,1993,1994,1
7461,Mycolicibacterium_neoaurum,2132,2133,1
7462,Mycolicibacterium_neoaurum,2136,2137,1
7463,Mycolicibacterium_neoaurum,2138,2139,1
7464,Mycolicibacterium_neoaurum,2143,2147,4
7465,Mycolicibacterium_neoaurum,2151,2152,1
7466,Mycolicibacterium_neoaurum,2162,2163,1
7467,Mycolicibacterium_neoaurum,2285,2294,9
7468,Mycolicibacterium_neoaurum,2296,2297,1
7469,Mycolicibacterium_neoaurum,2299,2300,1
7470,Mycolicibacterium_neoaurum,2302,2307,5
7471,Mycolicibacterium_neoaurum,2309,2315,6
7472,Mycolicibacterium_neoaurum,2316,2325,9
7473,Mycolicibacterium_neoaurum,2379,2380,1
7474,Mycolicibacterium_neoaurum,2664,2665,1
7475,Mycolicibacterium_neoaurum,2723,2850,127
7476,Mycolicibacterium_neoaurum,3376,3377,1
7477,Mycolicibacterium_neoaurum,3378,3379,1
7478,Mycolicibacterium_neoaurum,3433,3434,1
7479,Mycolicibacterium_crocinum,1,3,2
7480,Mycolicibacterium_crocinum,82,83,1
7481,Mycolicibacterium_crocinum,186,187,1
7482,Mycolicibacterium_crocinum,235,237,2
7483,Mycolicibacterium_crocinum,238,240,2
7484,Mycolicibacterium_crocinum,250,251,1
7485,Mycolicibacterium_crocinum,295,296,1
7486,Mycolicibacterium_crocinum,341,342,1
7487,Mycolicibacterium_crocinum,359,360,1
7488,Mycolicibacterium_crocinum,373,374,1
7489,Mycolicibacterium_crocinum,386,387,1
7490,Mycolicibacterium_crocinum,401,402,1
7491,Mycolicibacterium_crocinum,416,417,1
7492,Mycolicibacterium_crocinum,451,452,1
7493,Mycolicibacterium_crocinum,471,574,103
7494,Mycolicibacterium_crocinum,753,755,2
7495,Mycolicibacterium_crocinum,760,761,1
7496,Mycolicibacterium_crocinum,762,768,6
7497,Mycolicibacterium_crocinum,789,790,1
7498,Mycolicibacterium_crocinum,839,840,1
7499,Mycolicibacterium_crocinum,890,891,1
7500,Mycolicibacterium_crocinum,896,900,4
7501,Mycolicibacterium_crocinum,1010,1011,1
7502,Mycolicibacterium_crocinum,1068,1069,1
7503,Mycolicibacterium_crocinum,1168,1169,1
7504,Mycolicibacterium_crocinum,1185,1186,1
7505,Mycolicibacterium_crocinum,1190,1192,2
7506,Mycolicibacterium_crocinum,1211,1212,1
7507,Mycolicibacterium_crocinum,1237,1238,1
7508,Mycolicibacterium_crocinum,1398,1399,1
7509,Mycolicibacterium_crocinum,1430,1437,7
7510,Mycolicibacterium_crocinum,1438,1439,1
7511,Mycolicibacterium_crocinum,1445,1446,1
7512,Mycolicibacterium_crocinum,1448,1462,14
7513,Mycolicibacterium_crocinum,1707,1708,1
7514,Mycolicibacterium_crocinum,1748,1749,1
7515,Mycolicibacterium_crocinum,1751,1752,1
7516,Mycolicibacterium_crocinum,1756,1761,5
7517,Mycolicibacterium_crocinum,1771,1775,4
7518,Mycolicibacterium_crocinum,1776,1777,1
7519,Mycolicibacterium_crocinum,1784,1785,1
7520,Mycolicibacterium_crocinum,1789,1791,2
7521,Mycolicibacterium_crocinum,1802,1803,1
7522,Mycolicibacterium_crocinum,1918,1919,1
7523,Mycolicibacterium_crocinum,1954,1955,1
7524,Mycolicibacterium_crocinum,1993,1994,1
7525,Mycolicibacterium_crocinum,2121,2122,1
7526,Mycolicibacterium_crocinum,2132,2133,1
7527,Mycolicibacterium_crocinum,2136,2137,1
7528,Mycolicibacterium_crocinum,2138,2139,1
7529,Mycolicibacterium_crocinum,2143,2147,4
7530,Mycolicibacterium_crocinum,2151,2152,1
7531,Mycolicibacterium_crocinum,2162,2163,1
7532,Mycolicibacterium_crocinum,2285,2294,9
7533,Mycolicibacterium_crocinum,2296,2297,1
7534,Mycolicibacterium_crocinum,2299,2300,1
7535,Mycolicibacterium_crocinum,2304,2305,1
7536,Mycolicibacterium_crocinum,2309,2315,6
7537,Mycolicibacterium_crocinum,2316,2325,9
7538,Mycolicibacterium_crocinum,2379,2380,1
7539,Mycolicibacterium_crocinum,2664,2665,1
7540,Mycolicibacterium_crocinum,2723,2850,127
7541,Mycolicibacterium_crocinum,3376,3377,1
7542,Mycolicibacterium_crocinum,3378,3379,1
7543,Mycolicibacterium_crocinum,3433,3434,1
7544,Mycolicibacterium_chlorophenolicum,1,3,2
7545,Mycolicibacterium_chlorophenolicum,82,83,1
7546,Mycolicibacterium_chlorophenolicum,186,187,1
7547,Mycolicibacterium_chlorophenolicum,235,237,2
7548,Mycolicibacterium_chlorophenolicum,238,240,2
7549,Mycolicibacterium_chlorophenolicum,250,251,1
7550,Mycolicibacterium_chlorophenolicum,295,296,1
7551,Mycolicibacterium_chlorophenolicum,341,342,1
7552,Mycolicibacterium_chlorophenolicum,359,360,1
7553,Mycolicibacterium_chlorophenolicum,373,374,1
7554,Mycolicibacterium_chlorophenolicum,386,387,1
7555,Mycolicibacterium_chlorophenolicum,401,402,1
7556,Mycolicibacterium_chlorophenolicum,416,417,1
7557,Mycolicibacterium_chlorophenolicum,451,452,1
7558,Mycolicibacterium_chlorophenolicum,473,574,101
7559,Mycolicibacterium_chlorophenolicum,753,755,2
7560,Mycolicibacterium_chlorophenolicum,760,761,1
7561,Mycolicibacterium_chlorophenolicum,762,768,6
7562,Mycolicibacterium_chlorophenolicum,789,790,1
7563,Mycolicibacterium_chlorophenolicum,839,840,1
7564,Mycolicibacterium_chlorophenolicum,890,891,1
7565,Mycolicibacterium_chlorophenolicum,896,900,4
7566,Mycolicibacterium_chlorophenolicum,1010,1011,1
7567,Mycolicibacterium_chlorophenolicum,1068,1069,1
7568,Mycolicibacterium_chlorophenolicum,1168,1169,1
7569,Mycolicibacterium_chlorophenolicum,1185,1186,1
7570,Mycolicibacterium_chlorophenolicum,1190,1192,2
7571,Mycolicibacterium_chlorophenolicum,1211,1212,1
7572,Mycolicibacterium_chlorophenolicum,1237,1238,1
7573,Mycolicibacterium_chlorophenolicum,1398,1399,1
7574,Mycolicibacterium_chlorophenolicum,1430,1437,7
7575,Mycolicibacterium_chlorophenolicum,1438,1439,1
7576,Mycolicibacterium_chlorophenolicum,1445,1446,1
7577,Mycolicibacterium_chlorophenolicum,1448,1462,14
7578,Mycolicibacterium_chlorophenolicum,1491,1492,1
7579,Mycolicibacterium_chlorophenolicum,1707,1708,1
7580,Mycolicibacterium_chlorophenolicum,1748,1749,1
7581,Mycolicibacterium_chlorophenolicum,1751,1752,1
7582,Mycolicibacterium_chlorophenolicum,1756,1761,5
7583,Mycolicibacterium_chlorophenolicum,1771,1775,4
7584,Mycolicibacterium_chlorophenolicum,1776,1777,1
7585,Mycolicibacterium_chlorophenolicum,1784,1785,1
7586,Mycolicibacterium_chlorophenolicum,1789,1791,2
7587,Mycolicibacterium_chlorophenolicum,1802,1803,1
7588,Mycolicibacterium_chlorophenolicum,1918,1919,1
7589,Mycolicibacterium_chlorophenolicum,1954,1955,1
7590,Mycolicibacterium_chlorophenolicum,1993,1994,1
7591,Mycolicibacterium_chlorophenolicum,2132,2133,1
7592,Mycolicibacterium_chlorophenolicum,2136,2137,1
7593,Mycolicibacterium_chlorophenolicum,2138,2139,1
7594,Mycolicibacterium_chlorophenolicum,2143,2147,4
7595,Mycolicibacterium_chlorophenolicum,2151,2152,1
7596,Mycolicibacterium_chlorophenolicum,2154,2155,1
7597,Mycolicibacterium_chlorophenolicum,2162,2163,1
7598,Mycolicibacterium_chlorophenolicum,2285,2294,9
7599,Mycolicibacterium_chlorophenolicum,2296,2297,1
7600,Mycolicibacterium_chlorophenolicum,2299,2300,1
7601,Mycolicibacterium_chlorophenolicum,2302,2307,5
7602,Mycolicibacterium_chlorophenolicum,2309,2315,6
7603,Mycolicibacterium_chlorophenolicum,2316,2325,9
7604,Mycolicibacterium_chlorophenolicum,2379,2380,1
7605,Mycolicibacterium_chlorophenolicum,2664,2665,1
7606,Mycolicibacterium_chlorophenolicum,2723,2850,127
7607,Mycolicibacterium_chlorophenolicum,3378,3379,1
7608,Mycolicibacterium_chlorophenolicum,3433,3434,1
7609,Mycolicibacterium_flavescens,1,3,2
7610,Mycolicibacterium_flavescens,82,83,1
7611,Mycolicibacterium_flavescens,186,187,1
7612,Mycolicibacterium_flavescens,235,237,2
7613,Mycolicibacterium_flavescens,238,240,2
7614,Mycolicibacterium_flavescens,250,251,1
7615,Mycolicibacterium_flavescens,295,296,1
7616,Mycolicibacterium_flavescens,341,342,1
7617,Mycolicibacterium_flavescens,359,360,1
7618,Mycolicibacterium_flavescens,373,374,1
7619,Mycolicibacterium_flavescens,386,387,1
7620,Mycolicibacterium_flavescens,401,402,1
7621,Mycolicibacterium_flavescens,416,417,1
7622,Mycolicibacterium_flavescens,451,452,1
7623,Mycolicibacterium_flavescens,473,574,101
7624,Mycolicibacterium_flavescens,753,755,2
7625,Mycolicibacterium_flavescens,760,761,1
7626,Mycolicibacterium_flavescens,762,768,6
7627,Mycolicibacterium_flavescens,789,790,1
7628,Mycolicibacterium_flavescens,839,840,1
7629,Mycolicibacterium_flavescens,890,891,1
7630,Mycolicibacterium_flavescens,896,900,4
7631,Mycolicibacterium_flavescens,1010,1011,1
7632,Mycolicibacterium_flavescens,1068,1069,1
7633,Mycolicibacterium_flavescens,1168,1169,1
7634,Mycolicibacterium_flavescens,1185,1186,1
7635,Mycolicibacterium_flavescens,1190,1192,2
7636,Mycolicibacterium_flavescens,1211,1212,1
7637,Mycolicibacterium_flavescens,1237,1238,1
7638,Mycolicibacterium_flavescens,1398,1399,1
7639,Mycolicibacterium_flavescens,1430,1437,7
7640,Mycolicibacterium_flavescens,1438,1439,1
7641,Mycolicibacterium_flavescens,1445,1456,11
7642,Mycolicibacterium_flavescens,1491,1492,1
7643,Mycolicibacterium_flavescens,1707,1708,1
7644,Mycolicibacterium_flavescens,1748,1749,1
7645,Mycolicibacterium_flavescens,1751,1752,1
7646,Mycolicibacterium_flavescens,1756,1761,5
7647,Mycolicibacterium_flavescens,1771,1775,4
7648,Mycolicibacterium_flavescens,1776,1777,1
7649,Mycolicibacterium_flavescens,1784,1785,1
7650,Mycolicibacterium_flavescens,1789,1791,2
7651,Mycolicibacterium_flavescens,1802,1803,1
7652,Mycolicibacterium_flavescens,1918,1919,1
7653,Mycolicibacterium_flavescens,1954,1955,1
7654,Mycolicibacterium_flavescens,1993,1994,1
7655,Mycolicibacterium_flavescens,2132,2133,1
7656,Mycolicibacterium_flavescens,2136,2137,1
7657,Mycolicibacterium_flavescens,2138,2139,1
7658,Mycolicibacterium_flavescens,2143,2147,4
7659,Mycolicibacterium_flavescens,2151,2152,1
7660,Mycolicibacterium_flavescens,2162,2163,1
7661,Mycolicibacterium_flavescens,2285,2294,9
7662,Mycolicibacterium_flavescens,2296,2297,1
7663,Mycolicibacterium_flavescens,2299,2302,3
7664,Mycolicibacterium_flavescens,2303,2306,3
7665,Mycolicibacterium_flavescens,2309,2315,6
7666,Mycolicibacterium_flavescens,2316,2325,9
7667,Mycolicibacterium_flavescens,2379,2380,1
7668,Mycolicibacterium_flavescens,2664,2665,1
7669,Mycolicibacterium_flavescens,2723,2850,127
7670,Mycolicibacterium_flavescens,3376,3377,1
7671,Mycolicibacterium_flavescens,3378,3379,1
7672,Mycolicibacterium_flavescens,3433,3434,1
7673,Mycolicibacterium_smegmatis,1,3,2
7674,Mycolicibacterium_smegmatis,82,83,1
7675,Mycolicibacterium_smegmatis,186,187,1
7676,Mycolicibacterium_smegmatis,235,237,2
7677,Mycolicibacterium_smegmatis,238,239,1
7678,Mycolicibacterium_smegmatis,250,251,1
7679,Mycolicibacterium_smegmatis,295,296,1
7680,Mycolicibacterium_smegmatis,341,342,1
7681,Mycolicibacterium_smegmatis,359,360,1
7682,Mycolicibacterium_smegmatis,373,374,1
7683,Mycolicibacterium_smegmatis,401,402,1
7684,Mycolicibacterium_smegmatis,416,417,1
7685,Mycolicibacterium_smegmatis,451,452,1
7686,Mycolicibacterium_smegmatis,471,574,103
7687,Mycolicibacterium_smegmatis,753,755,2
7688,Mycolicibacterium_smegmatis,760,768,8
7689,Mycolicibacterium_smegmatis,789,790,1
7690,Mycolicibacterium_smegmatis,839,840,1
7691,Mycolicibacterium_smegmatis,890,891,1
7692,Mycolicibacterium_smegmatis,896,900,4
7693,Mycolicibacterium_smegmatis,1010,1011,1
7694,Mycolicibacterium_smegmatis,1068,1069,1
7695,Mycolicibacterium_smegmatis,1168,1169,1
7696,Mycolicibacterium_smegmatis,1185,1186,1
7697,Mycolicibacterium_smegmatis,1211,1212,1
7698,Mycolicibacterium_smegmatis,1237,1238,1
7699,Mycolicibacterium_smegmatis,1398,1399,1
7700,Mycolicibacterium_smegmatis,1430,1437,7
7701,Mycolicibacterium_smegmatis,1438,1439,1
7702,Mycolicibacterium_smegmatis,1445,1446,1
7703,Mycolicibacterium_smegmatis,1449,1465,16
7704,Mycolicibacterium_smegmatis,1491,1492,1
7705,Mycolicibacterium_smegmatis,1707,1708,1
7706,Mycolicibacterium_smegmatis,1748,1749,1
7707,Mycolicibacterium_smegmatis,1751,1752,1
7708,Mycolicibacterium_smegmatis,1756,1761,5
7709,Mycolicibacterium_smegmatis,1771,1775,4
7710,Mycolicibacterium_smegmatis,1776,1777,1
7711,Mycolicibacterium_smegmatis,1784,1785,1
7712,Mycolicibacterium_smegmatis,1789,1790,1
7713,Mycolicibacterium_smegmatis,1802,1803,1
7714,Mycolicibacterium_smegmatis,1918,1919,1
7715,Mycolicibacterium_smegmatis,1954,1955,1
7716,Mycolicibacterium_smegmatis,1993,1994,1
7717,Mycolicibacterium_smegmatis,2132,2133,1
7718,Mycolicibacterium_smegmatis,2136,2137,1
7719,Mycolicibacterium_smegmatis,2138,2139,1
7720,Mycolicibacterium_smegmatis,2143,2147,4
7721,Mycolicibacterium_smegmatis,2151,2153,2
7722,Mycolicibacterium_smegmatis,2162,2163,1
7723,Mycolicibacterium_smegmatis,2285,2294,9
7724,Mycolicibacterium_smegmatis,2299,2300,1
7725,Mycolicibacterium_smegmatis,2303,2306,3
7726,Mycolicibacterium_smegmatis,2309,2315,6
7727,Mycolicibacterium_smegmatis,2316,2325,9
7728,Mycolicibacterium_smegmatis,2379,2380,1
7729,Mycolicibacterium_smegmatis,2664,2665,1
7730,Mycolicibacterium_smegmatis,2723,2850,127
7731,Mycolicibacterium_smegmatis,3376,3377,1
7732,Mycolicibacterium_smegmatis,3378,3379,1
7733,Mycolicibacterium_smegmatis,3433,3434,1
7734,Mycolicibacterium_pallens,1,3,2
7735,Mycolicibacterium_pallens,82,83,1
7736,Mycolicibacterium_pallens,186,187,1
7737,Mycolicibacterium_pallens,235,237,2
7738,Mycolicibacterium_pallens,238,240,2
7739,Mycolicibacterium_pallens,250,251,1
7740,Mycolicibacterium_pallens,295,296,1
7741,Mycolicibacterium_pallens,341,342,1
7742,Mycolicibacterium_pallens,359,360,1
7743,Mycolicibacterium_pallens,373,374,1
7744,Mycolicibacterium_pallens,386,387,1
7745,Mycolicibacterium_pallens,401,402,1
7746,Mycolicibacterium_pallens,416,417,1
7747,Mycolicibacterium_pallens,451,452,1
7748,Mycolicibacterium_pallens,471,574,103
7749,Mycolicibacterium_pallens,753,755,2
7750,Mycolicibacterium_pallens,760,761,1
7751,Mycolicibacterium_pallens,762,768,6
7752,Mycolicibacterium_pallens,789,790,1
7753,Mycolicibacterium_pallens,839,840,1
7754,Mycolicibacterium_pallens,890,891,1
7755,Mycolicibacterium_pallens,896,900,4
7756,Mycolicibacterium_pallens,1010,1011,1
7757,Mycolicibacterium_pallens,1068,1069,1
7758,Mycolicibacterium_pallens,1168,1169,1
7759,Mycolicibacterium_pallens,1185,1186,1
7760,Mycolicibacterium_pallens,1190,1192,2
7761,Mycolicibacterium_pallens,1211,1212,1
7762,Mycolicibacterium_pallens,1237,1238,1
7763,Mycolicibacterium_pallens,1398,1399,1
7764,Mycolicibacterium_pallens,1430,1437,7
7765,Mycolicibacterium_pallens,1438,1439,1
7766,Mycolicibacterium_pallens,1445,1446,1
7767,Mycolicibacterium_pallens,1448,1462,14
7768,Mycolicibacterium_pallens,1707,1708,1
7769,Mycolicibacterium_pallens,1748,1749,1
7770,Mycolicibacterium_pallens,1751,1752,1
7771,Mycolicibacterium_pallens,1756,1761,5
7772,Mycolicibacterium_pallens,1771,1775,4
7773,Mycolicibacterium_pallens,1776,1777,1
7774,Mycolicibacterium_pallens,1784,1785,1
7775,Mycolicibacterium_pallens,1789,1791,2
7776,Mycolicibacterium_pallens,1802,1803,1
7777,Mycolicibacterium_pallens,1918,1919,1
7778,Mycolicibacterium_pallens,1954,1955,1
7779,Mycolicibacterium_pallens,1993,1994,1
7780,Mycolicibacterium_pallens,2121,2122,1
7781,Mycolicibacterium_pallens,2132,2133,1
7782,Mycolicibacterium_pallens,2136,2137,1
7783,Mycolicibacterium_pallens,2138,2139,1
7784,Mycolicibacterium_pallens,2143,2147,4
7785,Mycolicibacterium_pallens,2151,2152,1
7786,Mycolicibacterium_pallens,2162,2163,1
7787,Mycolicibacterium_pallens,2285,2294,9
7788,Mycolicibacterium_pallens,2296,2297,1
7789,Mycolicibacterium_pallens,2299,2300,1
7790,Mycolicibacterium_pallens,2303,2307,4
7791,Mycolicibacterium_pallens,2309,2315,6
7792,Mycolicibacterium_pallens,2316,2325,9
7793,Mycolicibacterium_pallens,2379,2380,1
7794,Mycolicibacterium_pallens,2664,2665,1
7795,Mycolicibacterium_pallens,2723,2850,127
7796,Mycolicibacterium_pallens,3376,3377,1
7797,Mycolicibacterium_pallens,3378,3379,1
7798,Mycolicibacterium_pallens,3433,3434,1
7799,Mycobacterium_frederiksbergense,1,3,2
7800,Mycobacterium_frederiksbergense,82,83,1
7801,Mycobacterium_frederiksbergense,185,187,2
7802,Mycobacterium_frederiksbergense,235,237,2
7803,Mycobacterium_frederiksbergense,238,240,2
7804,Mycobacterium_frederiksbergense,250,251,1
7805,Mycobacterium_frederiksbergense,295,296,1
7806,Mycobacterium_frederiksbergense,308,309,1
7807,Mycobacterium_frederiksbergense,341,342,1
7808,Mycobacterium_frederiksbergense,359,360,1
7809,Mycobacterium_frederiksbergense,373,374,1
7810,Mycobacterium_frederiksbergense,386,387,1
7811,Mycobacterium_frederiksbergense,416,417,1
7812,Mycobacterium_frederiksbergense,451,452,1
7813,Mycobacterium_frederiksbergense,471,574,103
7814,Mycobacterium_frederiksbergense,753,755,2
7815,Mycobacterium_frederiksbergense,760,768,8
7816,Mycobacterium_frederiksbergense,789,790,1
7817,Mycobacterium_frederiksbergense,839,840,1
7818,Mycobacterium_frederiksbergense,890,891,1
7819,Mycobacterium_frederiksbergense,896,900,4
7820,Mycobacterium_frederiksbergense,1010,1011,1
7821,Mycobacterium_frederiksbergense,1068,1069,1
7822,Mycobacterium_frederiksbergense,1168,1169,1
7823,Mycobacterium_frederiksbergense,1185,1186,1
7824,Mycobacterium_frederiksbergense,1190,1192,2
7825,Mycobacterium_frederiksbergense,1211,1212,1
7826,Mycobacterium_frederiksbergense,1237,1238,1
7827,Mycobacterium_frederiksbergense,1266,1267,1
7828,Mycobacterium_frederiksbergense,1398,1399,1
7829,Mycobacterium_frederiksbergense,1430,1437,7
7830,Mycobacterium_frederiksbergense,1438,1439,1
7831,Mycobacterium_frederiksbergense,1443,1459,16
7832,Mycobacterium_frederiksbergense,1491,1492,1
7833,Mycobacterium_frederiksbergense,1707,1708,1
7834,Mycobacterium_frederiksbergense,1748,1749,1
7835,Mycobacterium_frederiksbergense,1751,1752,1
7836,Mycobacterium_frederiksbergense,1756,1761,5
7837,Mycobacterium_frederiksbergense,1771,1775,4
7838,Mycobacterium_frederiksbergense,1776,1777,1
7839,Mycobacterium_frederiksbergense,1784,1785,1
7840,Mycobacterium_frederiksbergense,1802,1803,1
7841,Mycobacterium_frederiksbergense,1918,1919,1
7842,Mycobacterium_frederiksbergense,1954,1955,1
7843,Mycobacterium_frederiksbergense,1993,1994,1
7844,Mycobacterium_frederiksbergense,2120,2122,2
7845,Mycobacterium_frederiksbergense,2132,2133,1
7846,Mycobacterium_frederiksbergense,2136,2137,1
7847,Mycobacterium_frederiksbergense,2138,2139,1
7848,Mycobacterium_frederiksbergense,2143,2147,4
7849,Mycobacterium_frederiksbergense,2151,2152,1
7850,Mycobacterium_frederiksbergense,2161,2163,2
7851,Mycobacterium_frederiksbergense,2285,2294,9
7852,Mycobacterium_frederiksbergense,2296,2297,1
7853,Mycobacterium_frederiksbergense,2299,2300,1
7854,Mycobacterium_frederiksbergense,2302,2307,5
7855,Mycobacterium_frederiksbergense,2309,2315,6
7856,Mycobacterium_frederiksbergense,2316,2325,9
7857,Mycobacterium_frederiksbergense,2379,2380,1
7858,Mycobacterium_frederiksbergense,2664,2665,1
7859,Mycobacterium_frederiksbergense,2723,2850,127
7860,Mycobacterium_frederiksbergense,3376,3377,1
7861,Mycobacterium_frederiksbergense,3378,3379,1
7862,Mycobacterium_frederiksbergense,3393,3394,1
7863,Mycobacterium_frederiksbergense,3433,3434,1
7864,Mycolicibacter_acidiphilus,1,3,2
7865,Mycolicibacter_acidiphilus,82,83,1
7866,Mycolicibacter_acidiphilus,236,237,1
7867,Mycolicibacter_acidiphilus,238,240,2
7868,Mycolicibacter_acidiphilus,250,251,1
7869,Mycolicibacter_acidiphilus,295,296,1
7870,Mycolicibacter_acidiphilus,341,342,1
7871,Mycolicibacter_acidiphilus,359,360,1
7872,Mycolicibacter_acidiphilus,373,374,1
7873,Mycolicibacter_acidiphilus,386,387,1
7874,Mycolicibacter_acidiphilus,401,402,1
7875,Mycolicibacter_acidiphilus,416,417,1
7876,Mycolicibacter_acidiphilus,451,452,1
7877,Mycolicibacter_acidiphilus,471,574,103
7878,Mycolicibacter_acidiphilus,753,755,2
7879,Mycolicibacter_acidiphilus,756,758,2
7880,Mycolicibacter_acidiphilus,761,768,7
7881,Mycolicibacter_acidiphilus,789,790,1
7882,Mycolicibacter_acidiphilus,839,840,1
7883,Mycolicibacter_acidiphilus,890,891,1
7884,Mycolicibacter_acidiphilus,896,900,4
7885,Mycolicibacter_acidiphilus,1010,1011,1
7886,Mycolicibacter_acidiphilus,1068,1069,1
7887,Mycolicibacter_acidiphilus,1168,1169,1
7888,Mycolicibacter_acidiphilus,1185,1186,1
7889,Mycolicibacter_acidiphilus,1190,1192,2
7890,Mycolicibacter_acidiphilus,1211,1212,1
7891,Mycolicibacter_acidiphilus,1237,1238,1
7892,Mycolicibacter_acidiphilus,1398,1399,1
7893,Mycolicibacter_acidiphilus,1430,1437,7
7894,Mycolicibacter_acidiphilus,1438,1439,1
7895,Mycolicibacter_acidiphilus,1440,1458,18
7896,Mycolicibacter_acidiphilus,1462,1463,1
7897,Mycolicibacter_acidiphilus,1491,1492,1
7898,Mycolicibacter_acidiphilus,1707,1708,1
7899,Mycolicibacter_acidiphilus,1748,1750,2
7900,Mycolicibacter_acidiphilus,1756,1761,5
7901,Mycolicibacter_acidiphilus,1772,1775,3
7902,Mycolicibacter_acidiphilus,1776,1777,1
7903,Mycolicibacter_acidiphilus,1784,1785,1
7904,Mycolicibacter_acidiphilus,1788,1791,3
7905,Mycolicibacter_acidiphilus,1802,1803,1
7906,Mycolicibacter_acidiphilus,1918,1919,1
7907,Mycolicibacter_acidiphilus,1954,1955,1
7908,Mycolicibacter_acidiphilus,1993,1994,1
7909,Mycolicibacter_acidiphilus,2132,2133,1
7910,Mycolicibacter_acidiphilus,2136,2137,1
7911,Mycolicibacter_acidiphilus,2138,2139,1
7912,Mycolicibacter_acidiphilus,2143,2147,4
7913,Mycolicibacter_acidiphilus,2151,2152,1
7914,Mycolicibacter_acidiphilus,2162,2163,1
7915,Mycolicibacter_acidiphilus,2285,2294,9
7916,Mycolicibacter_acidiphilus,2296,2297,1
7917,Mycolicibacter_acidiphilus,2299,2300,1
7918,Mycolicibacter_acidiphilus,2302,2307,5
7919,Mycolicibacter_acidiphilus,2309,2315,6
7920,Mycolicibacter_acidiphilus,2316,2325,9
7921,Mycolicibacter_acidiphilus,2379,2380,1
7922,Mycolicibacter_acidiphilus,2664,2665,1
7923,Mycolicibacter_acidiphilus,2723,2850,127
7924,Mycolicibacter_acidiphilus,3376,3377,1
7925,Mycolicibacter_acidiphilus,3378,3379,1
7926,Mycolicibacter_acidiphilus,3433,3434,1
7927,Mycolicibacterium_cosmeticum,1,3,2
7928,Mycolicibacterium_cosmeticum,82,83,1
7929,Mycolicibacterium_cosmeticum,186,187,1
7930,Mycolicibacterium_cosmeticum,235,237,2
7931,Mycolicibacterium_cosmeticum,238,240,2
7932,Mycolicibacterium_cosmeticum,250,251,1
7933,Mycolicibacterium_cosmeticum,295,296,1
7934,Mycolicibacterium_cosmeticum,341,342,1
7935,Mycolicibacterium_cosmeticum,359,360,1
7936,Mycolicibacterium_cosmeticum,373,374,1
7937,Mycolicibacterium_cosmeticum,386,387,1
7938,Mycolicibacterium_cosmeticum,416,417,1
7939,Mycolicibacterium_cosmeticum,451,452,1
7940,Mycolicibacterium_cosmeticum,471,574,103
7941,Mycolicibacterium_cosmeticum,753,757,4
7942,Mycolicibacterium_cosmeticum,760,767,7
7943,Mycolicibacterium_cosmeticum,789,790,1
7944,Mycolicibacterium_cosmeticum,839,840,1
7945,Mycolicibacterium_cosmeticum,890,893,3
7946,Mycolicibacterium_cosmeticum,896,900,4
7947,Mycolicibacterium_cosmeticum,1010,1011,1
7948,Mycolicibacterium_cosmeticum,1068,1069,1
7949,Mycolicibacterium_cosmeticum,1168,1169,1
7950,Mycolicibacterium_cosmeticum,1185,1186,1
7951,Mycolicibacterium_cosmeticum,1190,1192,2
7952,Mycolicibacterium_cosmeticum,1211,1212,1
7953,Mycolicibacterium_cosmeticum,1237,1238,1
