Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium grossiae heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium grossiae,152,152,25%,9e-36,68.93,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM186138.1?report=genbank&log$=nucltop&blast_rank=1354&RID=6PVX24BJ016"",""KM186138.1"")"
"Mycobacterium sp. strain 103_MI14_00737 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium sp.,152,152,22%,9e-36,70.49,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539021.1?report=genbank&log$=nucltop&blast_rank=1355&RID=6PVX24BJ016"",""OK539021.1"")"
"Mycolicibacterium peregrinum strain MYC 76 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,152,152,25%,9e-36,69.45,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW731494.1?report=genbank&log$=nucltop&blast_rank=1356&RID=6PVX24BJ016"",""MW731494.1"")"
"Mycobacterium sp. DL482 GroEL (hsp65) gene, partial cds",Mycolicibacter minnesotensis,152,152,23%,9e-36,69.87,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN546619.1?report=genbank&log$=nucltop&blast_rank=1357&RID=6PVX24BJ016"",""JN546619.1"")"
"Mycobacterium sp. 324-569 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 324-569,152,152,22%,9e-36,70.35,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ446184.1?report=genbank&log$=nucltop&blast_rank=1358&RID=6PVX24BJ016"",""HQ446184.1"")"
"Mycobacterium sp. AQ1GA3 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. AQ1GA3,152,152,22%,9e-36,70.49,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM210429.1?report=genbank&log$=nucltop&blast_rank=1359&RID=6PVX24BJ016"",""HM210429.1"")"
"Mycobacterium parmense strain CIP 107385 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium parmense,152,152,22%,9e-36,70.49,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM022199.1?report=genbank&log$=nucltop&blast_rank=1360&RID=6PVX24BJ016"",""HM022199.1"")"
"Mycobacterium xenopi strain GR-3395 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium xenopi,152,152,20%,9e-36,71.08,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ924942.1?report=genbank&log$=nucltop&blast_rank=1361&RID=6PVX24BJ016"",""GQ924942.1"")"
"Mycobacterium intracellulare strain M41 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,152,152,22%,9e-36,70.49,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GQ184173.1?report=genbank&log$=nucltop&blast_rank=1362&RID=6PVX24BJ016"",""GQ184173.1"")"
"Mycobacterium sp. WR55 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR55,152,152,24%,9e-36,69.87,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591181.1?report=genbank&log$=nucltop&blast_rank=1363&RID=6PVX24BJ016"",""EF591181.1"")"
"Mycobacterium sp. WR33 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR33,152,152,22%,9e-36,70.27,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591167.1?report=genbank&log$=nucltop&blast_rank=1364&RID=6PVX24BJ016"",""EF591167.1"")"
"Mycobacterium sp. Metcalfe heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium sp. Metcalfe,152,152,22%,9e-36,70.49,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF611178.1?report=genbank&log$=nucltop&blast_rank=1365&RID=6PVX24BJ016"",""EF611178.1"")"
"Mycobacterium gastri strain CIP 104530 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gastri,152,152,24%,9e-36,69.38,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547836.1?report=genbank&log$=nucltop&blast_rank=1366&RID=6PVX24BJ016"",""AF547836.1"")"
"Mycobacterium elephantis strain CIP 106831 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium elephantis,152,152,24%,9e-36,69.88,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547828.1?report=genbank&log$=nucltop&blast_rank=1367&RID=6PVX24BJ016"",""AF547828.1"")"
"Mycobacterium sp. IP20010660 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. IP20010660,152,152,22%,9e-36,70.13,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY163345.1?report=genbank&log$=nucltop&blast_rank=1368&RID=6PVX24BJ016"",""AY163345.1"")"
"Mycobacterium xenopi 65 kDa heat shock protein gene, partial cds",Mycobacterium xenopi,152,152,20%,9e-36,71.08,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17959.1?report=genbank&log$=nucltop&blast_rank=1369&RID=6PVX24BJ016"",""U17959.1"")"
"Mycobacterium kansasii strain BS8.1 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN900870.1?report=genbank&log$=nucltop&blast_rank=1370&RID=6PVX24BJ016"",""MN900870.1"")"
"Mycobacterium gordonae strain MYC332 Hsp65 gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877159.1?report=genbank&log$=nucltop&blast_rank=1371&RID=6PVX24BJ016"",""MK877159.1"")"
"Mycobacterium sp. strain MYC331 Hsp65 gene, partial cds",Mycobacterium sp.,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877158.1?report=genbank&log$=nucltop&blast_rank=1372&RID=6PVX24BJ016"",""MK877158.1"")"
"Mycobacterium gordonae strain MYC282 Hsp65 gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877116.1?report=genbank&log$=nucltop&blast_rank=1373&RID=6PVX24BJ016"",""MK877116.1"")"
"Mycobacterium gordonae strain MYC175 Hsp65 gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877016.1?report=genbank&log$=nucltop&blast_rank=1374&RID=6PVX24BJ016"",""MK877016.1"")"
"Mycobacterium kubicae strain 420/13 HGM 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium kubicae,151,151,22%,3e-35,70.05,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX824025.1?report=genbank&log$=nucltop&blast_rank=1375&RID=6PVX24BJ016"",""KX824025.1"")"
"Mycobacterium sp. strain LTG 2003 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp.,151,151,27%,3e-35,68.24,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY828477.1?report=genbank&log$=nucltop&blast_rank=1376&RID=6PVX24BJ016"",""KY828477.1"")"
"Mycobacterium gordonae strain M33 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.30,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231717.1?report=genbank&log$=nucltop&blast_rank=1377&RID=6PVX24BJ016"",""KX231717.1"")"
"Mycobacterium gordonae strain M20 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.30,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231710.1?report=genbank&log$=nucltop&blast_rank=1378&RID=6PVX24BJ016"",""KX231710.1"")"
"Mycobacterium kansasii strain 40 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793545.1?report=genbank&log$=nucltop&blast_rank=1379&RID=6PVX24BJ016"",""OP793545.1"")"
"Mycobacterium kansasii strain 39 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793544.1?report=genbank&log$=nucltop&blast_rank=1380&RID=6PVX24BJ016"",""OP793544.1"")"
"Mycobacterium kansasii strain 38 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793543.1?report=genbank&log$=nucltop&blast_rank=1381&RID=6PVX24BJ016"",""OP793543.1"")"
"Mycobacterium kansasii strain 37 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793542.1?report=genbank&log$=nucltop&blast_rank=1382&RID=6PVX24BJ016"",""OP793542.1"")"
"Mycobacterium kansasii strain 36 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793541.1?report=genbank&log$=nucltop&blast_rank=1383&RID=6PVX24BJ016"",""OP793541.1"")"
"Mycobacterium kansasii strain 35 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793540.1?report=genbank&log$=nucltop&blast_rank=1384&RID=6PVX24BJ016"",""OP793540.1"")"
"Mycobacterium kansasii strain 34 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793539.1?report=genbank&log$=nucltop&blast_rank=1385&RID=6PVX24BJ016"",""OP793539.1"")"
"Mycobacterium kansasii strain 33 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793538.1?report=genbank&log$=nucltop&blast_rank=1386&RID=6PVX24BJ016"",""OP793538.1"")"
"Mycobacterium kansasii strain 32 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793537.1?report=genbank&log$=nucltop&blast_rank=1387&RID=6PVX24BJ016"",""OP793537.1"")"
"Mycobacteroides chelonae strain GS10055 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides chelonae,151,151,27%,3e-35,68.39,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432760.1?report=genbank&log$=nucltop&blast_rank=1388&RID=6PVX24BJ016"",""KF432760.1"")"
"Mycobacterium avium strain FJ12150 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,151,151,25%,3e-35,68.95,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432731.1?report=genbank&log$=nucltop&blast_rank=1389&RID=6PVX24BJ016"",""KF432731.1"")"
"Mycobacterium avium strain FJ12126 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,151,151,25%,3e-35,69.10,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432714.1?report=genbank&log$=nucltop&blast_rank=1390&RID=6PVX24BJ016"",""KF432714.1"")"
"Mycobacterium gordonae strain CADNTM7 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium gordonae,151,151,22%,3e-35,70.16,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ820764.1?report=genbank&log$=nucltop&blast_rank=1391&RID=6PVX24BJ016"",""KJ820764.1"")"
"Mycobacterium kansasii strain CECT 3030 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539035.1?report=genbank&log$=nucltop&blast_rank=1392&RID=6PVX24BJ016"",""OK539035.1"")"
"Mycobacterium kansasii strain CRPHF2842 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ186580.1?report=genbank&log$=nucltop&blast_rank=1393&RID=6PVX24BJ016"",""KJ186580.1"")"
"Mycobacterium kansasii strain AFP-000220 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium kansasii,151,151,22%,3e-35,70.30,413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX294393.1?report=genbank&log$=nucltop&blast_rank=1394&RID=6PVX24BJ016"",""JX294393.1"")"
"Mycobacterium triplex strain AFP-000NM44 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium triplex,151,151,22%,3e-35,70.30,413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX294378.1?report=genbank&log$=nucltop&blast_rank=1395&RID=6PVX24BJ016"",""JX294378.1"")"
"Mycobacterium sp. DL630 GroEL (hsp65) gene, partial cds",Mycolicibacter minnesotensis,151,151,22%,3e-35,70.16,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN546621.1?report=genbank&log$=nucltop&blast_rank=1396&RID=6PVX24BJ016"",""JN546621.1"")"
"Mycobacterium sp. DL604 GroEL (hsp65) gene, partial cds",Mycolicibacter minnesotensis,151,151,22%,3e-35,70.16,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN546620.1?report=genbank&log$=nucltop&blast_rank=1397&RID=6PVX24BJ016"",""JN546620.1"")"
"Mycobacterium sp. DL228B GroEL (hsp65) gene, partial cds",Mycolicibacter minnesotensis,151,151,22%,3e-35,70.16,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN546617.1?report=genbank&log$=nucltop&blast_rank=1398&RID=6PVX24BJ016"",""JN546617.1"")"
"Mycobacterium engbaekii strain FI-06247 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacter engbaekii,151,151,22%,3e-35,70.30,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN571197.1?report=genbank&log$=nucltop&blast_rank=1399&RID=6PVX24BJ016"",""JN571197.1"")"
"Mycobacterium engbaekii strain ATCC 27353 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacter engbaekii,151,151,22%,3e-35,70.30,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN571196.1?report=genbank&log$=nucltop&blast_rank=1400&RID=6PVX24BJ016"",""JN571196.1"")"
"Mycobacterium sp. 324-575 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 324-575,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ446185.1?report=genbank&log$=nucltop&blast_rank=1401&RID=6PVX24BJ016"",""HQ446185.1"")"
"Mycobacterium sp. GR-4208 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. GR-4208,151,151,22%,3e-35,70.30,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU084183.1?report=genbank&log$=nucltop&blast_rank=1402&RID=6PVX24BJ016"",""GU084183.1"")"
"Mycobacterium sp. WR10 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR10,151,151,22%,3e-35,70.30,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591146.1?report=genbank&log$=nucltop&blast_rank=1403&RID=6PVX24BJ016"",""EF591146.1"")"
"Mycobacterium triplex strain variant MS418 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium triplex,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY550210.1?report=genbank&log$=nucltop&blast_rank=1404&RID=6PVX24BJ016"",""AY550210.1"")"
"Mycobacterium nebraskense strain DSM 44803 65 Kda heat shock protein (hsp65) gene, partial cds",Mycobacterium nebraskense,151,151,22%,3e-35,70.16,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ124110.1?report=genbank&log$=nucltop&blast_rank=1405&RID=6PVX24BJ016"",""DQ124110.1"")"
"Mycobacterium kansasii strain ATCC 12478 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium kansasii ATCC 12478,151,151,22%,3e-35,70.30,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF434739.1?report=genbank&log$=nucltop&blast_rank=1406&RID=6PVX24BJ016"",""AF434739.1"")"
"Mycobacterium bovis 65 kDa heat shock protein gene, partial cds",Mycobacterium tuberculosis variant bovis,151,151,27%,3e-35,68.27,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U55833.1?report=genbank&log$=nucltop&blast_rank=1407&RID=6PVX24BJ016"",""U55833.1"")"
"Mycolicibacter sp. strain MYC074 Hsp65 gene, partial cds",Mycolicibacter sp.,150,150,24%,3e-35,70.07,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876924.1?report=genbank&log$=nucltop&blast_rank=1408&RID=6PVX24BJ016"",""MK876924.1"")"
"Mycobacterium saskatchewanense Hsp65 (hsp65) gene, partial cds",Mycobacterium saskatchewanense,150,150,20%,3e-35,71.26,372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH382823.1?report=genbank&log$=nucltop&blast_rank=1409&RID=6PVX24BJ016"",""MH382823.1"")"
"Mycobacterium avium strain FJ12011 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,3e-35,68.97,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432622.1?report=genbank&log$=nucltop&blast_rank=1410&RID=6PVX24BJ016"",""KF432622.1"")"
"Mycobacterium mantenii strain FJ06155 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium mantenii,150,150,25%,3e-35,68.75,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432475.1?report=genbank&log$=nucltop&blast_rank=1411&RID=6PVX24BJ016"",""KF432475.1"")"
"Mycobacterium avium strain FJ06115 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,25%,3e-35,68.75,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432459.1?report=genbank&log$=nucltop&blast_rank=1412&RID=6PVX24BJ016"",""KF432459.1"")"
"Mycobacteroides immunogenum strain YRMBIG-02 hsp65 gene, partial cds",Mycobacteroides immunogenum,150,150,25%,3e-35,68.75,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ927076.1?report=genbank&log$=nucltop&blast_rank=1413&RID=6PVX24BJ016"",""MZ927076.1"")"
"Mycobacterium novocastrense strain InDRE Sonora705 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium novocastrense,150,150,25%,3e-35,68.75,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX154123.1?report=genbank&log$=nucltop&blast_rank=1414&RID=6PVX24BJ016"",""JX154123.1"")"
"Mycobacterium sp. 324-953 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 324-953,150,150,22%,3e-35,70.65,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ446193.1?report=genbank&log$=nucltop&blast_rank=1415&RID=6PVX24BJ016"",""HQ446193.1"")"
"Mycobacterium sp. 324-166 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 324-166,150,150,22%,3e-35,70.38,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ446183.1?report=genbank&log$=nucltop&blast_rank=1416&RID=6PVX24BJ016"",""HQ446183.1"")"
"Mycobacterium immunogenum strain CIP 106684 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides immunogenum,150,150,25%,3e-35,68.75,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU266577.1?report=genbank&log$=nucltop&blast_rank=1417&RID=6PVX24BJ016"",""EU266577.1"")"
"Mycobacterium avium strain KKA 297Seq 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium avium,150,150,27%,3e-35,68.54,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY738212.1?report=genbank&log$=nucltop&blast_rank=1418&RID=6PVX24BJ016"",""AY738212.1"")"
Mycobacterium szulgai partial hsp65 gene for 65 kDa heat shock protein,Mycobacterium szulgai,150,150,22%,3e-35,70.25,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ307654.1?report=genbank&log$=nucltop&blast_rank=1419&RID=6PVX24BJ016"",""AJ307654.1"")"
"Mycobacterium gordonae isolate 85-736 65 kDa heat shock protein gene, partial cds",Mycobacterium gordonae,150,150,20%,3e-35,71.26,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17935.1?report=genbank&log$=nucltop&blast_rank=1420&RID=6PVX24BJ016"",""U17935.1"")"
"Mycobacterium avium subsp. paratuberculosis strain KFR4000 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium avium subsp. paratuberculosis,150,150,23%,1e-34,69.45,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH644811.1?report=genbank&log$=nucltop&blast_rank=1421&RID=6PVX24BJ016"",""MH644811.1"")"
"Mycobacterium sp. LTG 466 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. LTG 466,150,150,25%,1e-34,68.48,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY853653.1?report=genbank&log$=nucltop&blast_rank=1422&RID=6PVX24BJ016"",""KY853653.1"")"
"Mycolicibacterium mucogenicum strain 58 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,150,150,25%,1e-34,68.48,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793563.1?report=genbank&log$=nucltop&blast_rank=1423&RID=6PVX24BJ016"",""OP793563.1"")"
"Mycolicibacterium mucogenicum strain 57 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,150,150,25%,1e-34,68.48,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793562.1?report=genbank&log$=nucltop&blast_rank=1424&RID=6PVX24BJ016"",""OP793562.1"")"
"Mycolicibacterium mucogenicum strain 56 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium mucogenicum,150,150,25%,1e-34,68.48,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793561.1?report=genbank&log$=nucltop&blast_rank=1425&RID=6PVX24BJ016"",""OP793561.1"")"
"Mycobacterium sp. 07-00061-00-A15 partial groEL2 gene for chaperonin, strain 07-00061-00-A15",Mycobacterium sp. 07-00061-00-A15,150,150,25%,1e-34,69.06,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HF566382.1?report=genbank&log$=nucltop&blast_rank=1426&RID=6PVX24BJ016"",""HF566382.1"")"
"Mycobacterium intracellulare strain HN11079 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,150,150,24%,1e-34,68.98,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432786.1?report=genbank&log$=nucltop&blast_rank=1427&RID=6PVX24BJ016"",""KF432786.1"")"
"Mycobacterium intracellulare strain HN11077 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,150,150,24%,1e-34,68.98,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432784.1?report=genbank&log$=nucltop&blast_rank=1428&RID=6PVX24BJ016"",""KF432784.1"")"
"Mycobacterium avium strain HN11073 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432781.1?report=genbank&log$=nucltop&blast_rank=1429&RID=6PVX24BJ016"",""KF432781.1"")"
"Mycobacterium avium strain FJ12156 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432736.1?report=genbank&log$=nucltop&blast_rank=1430&RID=6PVX24BJ016"",""KF432736.1"")"
"Mycobacterium avium strain FJ12153 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432734.1?report=genbank&log$=nucltop&blast_rank=1431&RID=6PVX24BJ016"",""KF432734.1"")"
"Mycobacterium avium strain FJ12139 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432723.1?report=genbank&log$=nucltop&blast_rank=1432&RID=6PVX24BJ016"",""KF432723.1"")"
"Mycobacterium avium strain FJ12131 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432718.1?report=genbank&log$=nucltop&blast_rank=1433&RID=6PVX24BJ016"",""KF432718.1"")"
"Mycobacterium avium strain FJ12117 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432706.1?report=genbank&log$=nucltop&blast_rank=1434&RID=6PVX24BJ016"",""KF432706.1"")"
"Mycobacterium avium strain FJ12108 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432699.1?report=genbank&log$=nucltop&blast_rank=1435&RID=6PVX24BJ016"",""KF432699.1"")"
"Mycobacterium avium strain FJ12105 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432696.1?report=genbank&log$=nucltop&blast_rank=1436&RID=6PVX24BJ016"",""KF432696.1"")"
"Mycobacterium avium strain FJ12096 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,150,150,24%,1e-34,68.98,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432688.1?report=genbank&log$=nucltop&blast_rank=1437&RID=6PVX24BJ016"",""KF432688.1"")"
